0.000125	0.000000	0.000787	0.001068
0.000250	0.000000	0.025274	0.001648
0.000375	0.000000	-0.002970	0.000305
0.000500	0.000000	-0.020950	0.000549
0.000625	0.000000	0.021899	0.001099
0.000750	0.000000	0.016117	0.000000
0.000875	0.000000	-0.010969	-0.001251
0.001000	0.000000	0.010468	-0.001099
0.001125	0.000000	0.034670	-0.000580
0.001250	0.000000	0.018766	-0.001099
0.001375	0.000000	-0.003468	-0.001587
0.001500	0.000000	0.032919	-0.000793
0.001625	0.000000	0.031144	-0.000275
0.001750	0.000000	0.011722	-0.000793
0.001875	0.000000	-0.005069	-0.001953
0.002000	0.000000	-0.017044	-0.001312
0.002125	0.000000	-0.007122	-0.000305
0.002250	0.000000	0.012373	-0.000641
0.002375	0.000000	-0.024364	-0.000763
0.002500	0.000000	-0.053852	0.000488
0.002625	0.000000	0.004942	0.000580
0.002750	0.000000	-0.002477	0.000427
0.002875	0.000000	-0.002386	0.000092
0.003000	0.000000	-0.017675	0.001007
0.003125	0.000000	-0.017841	0.001221
0.003250	0.000000	0.024397	0.001404
0.003375	0.000000	-0.019170	0.001160
0.003500	0.000000	-0.016582	0.002411
0.003625	0.000000	0.023193	0.001953
0.003750	0.000000	0.008475	0.001953
0.003875	0.000000	-0.014765	-0.000824
0.004000	0.000000	-0.014651	0.003632
0.004125	0.000000	0.010883	-0.015228
0.004250	0.000000	0.021702	-0.052216
0.004375	0.000000	-0.009798	-0.032013
0.004500	0.000000	-0.025684	0.001068
0.004625	0.000000	0.018143	0.014465
0.004750	0.000000	0.027712	0.039825
0.004875	0.000000	0.003974	0.049500
0.005000	0.000000	-0.013537	0.067902
0.005125	0.000000	0.015181	0.124298
0.005250	0.000000	0.043677	0.111389
0.005375	0.000000	-0.005023	0.079254
0.005500	0.000000	0.010701	0.043945
0.005625	0.000000	0.023510	0.006714
0.005750	0.000000	-0.027284	-0.005402
0.005875	0.000000	-0.063860	-0.035858
0.006000	0.000000	-0.033140	-0.046936
0.006125	0.000000	0.012996	-0.068878
0.006250	0.000000	0.013706	-0.081604
0.006375	0.000000	-0.014578	-0.069000
0.006500	0.000000	-0.009064	-0.029846
0.006625	0.000000	0.007661	0.028534
0.006750	0.000000	0.006368	0.041595
0.006875	0.000000	-0.016547	0.019775
0.007000	0.000000	-0.008958	0.003845
0.007125	0.000000	0.016690	-0.005280
0.007250	0.000000	-0.015676	-0.041473
0.007375	0.000000	-0.008459	-0.049103
0.007500	0.000000	-0.011887	-0.044128
0.007625	0.000000	0.000527	-0.070404
0.007750	0.000000	0.012554	-0.061096
0.007875	0.000000	-0.009224	-0.097809
0.008000	0.000000	-0.037934	-0.096405
0.008125	0.000000	-0.008286	-0.094604
0.008250	0.000000	-0.009933	-0.111511
0.008375	0.000000	-0.016614	-0.100708
0.008500	0.000000	-0.001961	-0.072815
0.008625	0.000000	0.012806	-0.065735
0.008750	0.000000	0.022903	-0.074310
0.008875	0.000000	0.001908	-0.066101
0.009000	0.000000	-0.006768	-0.026917
0.009125	0.000000	0.018563	-0.016052
0.009250	0.000000	0.023363	-0.015442
0.009375	0.000000	0.000382	0.021118
0.009500	0.000000	-0.015600	0.038269
0.009625	0.000000	0.024055	0.065277
0.009750	0.000000	0.011400	0.065125
0.009875	0.000000	-0.016846	0.041901
0.010000	0.000000	-0.020060	0.047455
0.010125	0.000000	-0.013991	0.018127
0.010250	0.000000	0.008852	0.011322
0.010375	0.000000	-0.027616	0.020142
0.010500	0.000000	-0.036295	-0.036163
0.010625	0.000000	0.002443	-0.037781
0.010750	0.000000	0.028711	-0.036530
0.010875	0.000000	0.017270	-0.046814
0.011000	0.000000	-0.006221	-0.002869
0.011125	0.000000	0.040219	0.007874
0.011250	0.000000	0.036597	-0.010468
0.011375	0.000000	-0.015020	-0.023315
0.011500	0.000000	-0.024797	-0.016266
0.011625	0.000000	0.037026	0.010681
0.011750	0.000000	0.056615	0.019318
0.011875	0.000000	-0.000795	0.027557
0.012000	0.000000	-0.020244	0.003357
0.012125	0.000000	0.018163	-0.017334
0.012250	0.000000	0.009952	-0.015015
0.012375	0.000000	-0.034314	-0.024017
0.012500	0.000000	-0.030235	0.020142
0.012625	0.000000	0.002372	0.026093
0.012750	0.000000	-0.008118	0.014221
0.012875	0.000000	-0.029495	0.001129
0.013000	0.000000	-0.013827	0.008179
0.013125	0.000000	0.040369	0.048126
0.013250	0.000000	0.025228	0.066437
0.013375	0.000000	-0.028462	0.033386
0.013500	0.000000	0.003920	0.012024
0.013625	0.000000	0.000186	-0.034332
0.013750	0.000000	-0.018108	-0.080994
0.013875	0.000000	0.016018	-0.062683
0.014000	0.000000	-0.011058	-0.048431
0.014125	0.000000	-0.020752	-0.040100
0.014250	0.000000	-0.018426	-0.065063
0.014375	0.000000	-0.021057	-0.061371
0.014500	0.000000	-0.010357	-0.022858
0.014625	0.000000	-0.025345	0.005920
0.014750	0.000000	0.005126	0.018433
0.014875	0.000000	0.013260	0.001648
0.015000	0.000000	-0.007457	-0.001953
0.015125	0.000000	-0.020667	-0.017639
0.015250	0.000000	0.035465	-0.050385
0.015375	0.000000	0.052511	-0.029968
0.015500	0.000000	-0.022514	-0.003662
0.015625	0.000000	-0.033841	-0.008240
0.015750	0.000000	-0.001075	-0.061859
0.015875	0.000000	0.012056	-0.053436
0.016000	0.000000	0.002777	-0.018616
0.016125	0.000000	-0.007941	-0.013580
0.016250	0.000000	-0.027223	0.018036
0.016375	0.000000	-0.033016	0.048859
0.016500	0.000000	-0.050182	0.045776
0.016625	0.000000	-0.046815	0.056305
0.016750	0.000000	-0.004592	0.073395
0.016875	0.000000	0.005486	0.074432
0.017000	0.000000	-0.020731	0.041077
0.017125	0.000000	-0.010289	0.001373
0.017250	0.000000	0.033137	-0.009979
0.017375	0.000000	0.030048	-0.020294
0.017500	0.000000	-0.007299	-0.016083
0.017625	0.000000	0.007205	-0.009644
0.017750	0.000000	0.039118	-0.026123
0.017875	0.000000	0.050737	-0.053864
0.018000	0.000000	0.032854	-0.052826
0.018125	0.000000	0.046131	-0.034698
0.018250	0.000000	0.055941	-0.009613
0.018375	0.000000	-0.004674	-0.000275
0.018500	0.000000	-0.034952	-0.008606
0.018625	0.000000	-0.017370	0.016754
0.018750	0.000000	-0.012685	0.029144
0.018875	0.000000	-0.006646	0.035919
0.019000	0.000000	-0.021081	0.084564
0.019125	0.000000	-0.010524	0.050171
0.019250	0.000000	0.005551	0.058594
0.019375	0.000000	-0.003705	0.043671
0.019500	0.000000	-0.001264	0.050598
0.019625	0.000000	-0.015090	0.085754
0.019750	0.000000	-0.035120	0.063568
0.019875	0.000000	-0.058246	0.021790
0.020000	0.000000	-0.008846	-0.034210
0.020125	0.000000	0.022902	-0.052826
0.020250	0.000000	0.016415	-0.052704
0.020375	0.000000	0.002270	-0.046112
0.020500	0.000000	0.007554	-0.046722
0.020625	0.000000	0.027092	-0.036987
0.020750	0.000000	-0.000617	-0.005737
0.020875	0.000000	0.001193	0.008392
0.021000	0.000000	0.032421	0.019165
0.021125	0.000000	0.013529	0.042145
0.021250	0.000000	-0.008297	0.023376
0.021375	0.000000	0.019554	0.030334
0.021500	0.000000	0.041480	0.045715
0.021625	0.000000	0.005465	0.044983
0.021750	0.000000	-0.030461	0.019836
0.021875	0.000000	-0.049189	0.002502
0.022000	0.000000	-0.010403	-0.013947
0.022125	0.000000	-0.043501	-0.022125
0.022250	0.000000	-0.031555	-0.039673
0.022375	0.000000	0.012598	-0.015198
0.022500	0.000000	0.018792	0.006805
0.022625	0.000000	0.018765	0.009888
0.022750	0.000000	0.015056	0.015778
0.022875	0.000000	0.026750	0.011902
0.023000	0.000000	0.010031	0.050507
0.023125	0.000000	0.007898	0.079651
0.023250	0.000000	-0.002853	0.068359
0.023375	0.000000	-0.018925	0.044281
0.023500	0.000000	-0.016118	0.027710
0.023625	0.000000	0.011978	0.004272
0.023750	0.000000	-0.004038	-0.004944
0.023875	0.000000	-0.026186	-0.009064
0.024000	0.000000	-0.014466	-0.040009
0.024125	0.000000	0.015408	-0.083069
0.024250	0.000000	0.024514	-0.108032
0.024375	0.000000	-0.007909	-0.110046
0.024500	0.000000	0.010037	-0.119965
0.024625	0.000000	0.040681	-0.103271
0.024750	0.000000	0.015827	-0.047302
0.024875	0.000000	-0.037447	-0.011566
0.025000	0.000000	-0.002957	0.002106
0.025125	0.000000	0.045095	0.048035
0.025250	0.000000	0.011668	0.073822
0.025375	0.000000	-0.016264	0.100342
0.025500	0.000000	0.022251	0.097870
0.025625	0.000000	0.024449	0.095306
0.025750	0.000000	-0.003513	0.104187
0.025875	0.000000	-0.010435	0.072906
0.026000	0.000000	-0.023422	0.054321
0.026125	0.000000	0.005424	0.015076
0.026250	0.000000	-0.009370	-0.017639
0.026375	0.000000	-0.034610	-0.036591
0.026500	0.000000	-0.009527	-0.042206
0.026625	0.000000	0.004627	-0.055634
0.026750	0.000000	-0.007959	-0.029663
0.026875	0.000000	-0.009275	-0.009064
0.027000	0.000000	-0.011235	0.010162
0.027125	0.000000	-0.009756	0.029877
0.027250	0.000000	-0.022311	0.028656
0.027375	0.000000	-0.021479	0.017273
0.027500	0.000000	0.013987	0.014984
0.027625	0.000000	0.013359	-0.002075
0.027750	0.000000	-0.009689	-0.031830
0.027875	0.000000	0.024079	-0.036926
0.028000	0.000000	0.027935	-0.007324
0.028125	0.000000	0.011218	0.000214
0.028250	0.000000	-0.015422	-0.011200
0.028375	0.000000	-0.021750	0.006622
0.028500	0.000000	0.016108	0.003113
0.028625	0.000000	0.002984	0.004303
0.028750	0.000000	0.007015	0.003265
0.028875	0.000000	0.009941	0.002472
0.029000	0.000000	0.007564	0.003632
0.029125	0.000000	0.029560	-0.002808
0.029250	0.000000	0.003859	0.004547
0.029375	0.000000	-0.030370	0.025146
0.029500	0.000000	-0.005072	-0.001129
0.029625	0.000000	0.037515	-0.020172
0.029750	0.000000	0.017495	-0.037964
